Date;Eonia Capitalization Index Cap
05/05/2017;-0.36
08/05/2017;-0.36
09/05/2017;-0.36
10/05/2017;-0.37
11/05/2017;-0.36
12/05/2017;-0.36
15/05/2017;-0.36
16/05/2017;-0.36
17/05/2017;-0.36
18/05/2017;-0.36
19/05/2017;-0.37
22/05/2017;-0.36
23/05/2017;-0.36
24/05/2017;-0.36
25/05/2017;-0.35
26/05/2017;-0.36
29/05/2017;-0.33
30/05/2017;-0.37
31/05/2017;-0.36
01/06/2017;-0.36
02/06/2017;-0.36
05/06/2017;-0.36
06/06/2017;-0.36
07/06/2017;-0.36
08/06/2017;-0.36
09/06/2017;-0.36
12/06/2017;-0.36
13/06/2017;-0.36
14/06/2017;-0.36
15/06/2017;-0.36
16/06/2017;-0.36
19/06/2017;-0.36
20/06/2017;-0.36
21/06/2017;-0.36
22/06/2017;-0.36
23/06/2017;-0.36
26/06/2017;-0.35
27/06/2017;-0.36
28/06/2017;-0.36
29/06/2017;-0.36
30/06/2017;-0.36
03/07/2017;-0.36
04/07/2017;-0.36
05/07/2017;-0.36
06/07/2017;-0.36
07/07/2017;-0.36
10/07/2017;-0.36
11/07/2017;-0.36
12/07/2017;-0.36
13/07/2017;-0.36
14/07/2017;-0.36
17/07/2017;-0.36
18/07/2017;-0.36
19/07/2017;-0.36
20/07/2017;-0.36
21/07/2017;-0.36
24/07/2017;-0.36
25/07/2017;-0.35
26/07/2017;-0.36
27/07/2017;-0.35
28/07/2017;-0.35
31/07/2017;-0.36
01/08/2017;-0.35
02/08/2017;-0.36
03/08/2017;-0.35
04/08/2017;-0.35
07/08/2017;-0.36
08/08/2017;-0.36
09/08/2017;-0.36
10/08/2017;-0.36
